,NN-Material,NN- Coord Baseline,RF- Coord Acc.,NN- Coord Acc.,RF- Coord F1 (4),NN- Coord F1 (4),RF- Coord F1 (5),NN- Coord F1 (5),RF- Coord F1 (6),NN- Coord F1 (6),RF- Bader $R^2$,NN- Bader $R^2$,RF- Bader MAE,NN- Bader MAE,RF- Mean NN $R^2$,NN- Mean NN $R^2$,RF- Mean NN-MAE,NN- Mean NN-MAE
0,Ti,52.12,88.29 $\pm$ 0.33,92.87 $\pm$ 0.57,94.29 $ \pm$ 0.51,97.95 $ \pm$ 0.41, 82.27 $ \pm$ 0.57, 89.99 $ \pm$ 0.73, 88.43 $ \pm$ 0.45, 91.03 $ \pm$ 0.97, 66.89 $\pm$2.40, 80.75 $\pm$1.92,0.060 $\pm$0.001 ,0.050 $\pm$0.003 , 78.71 $\pm$3.15, 89.85 $\pm$3.51,0.015 $\pm$0.001,0.012 $\pm$0.001
1,V,35.6,86.94 $\pm$ 0.54,90.48 $\pm$ 0.72,95.35 $ \pm$ 0.43,97.25 $ \pm$ 0.35, 79.25 $ \pm$ 0.89, 86.50 $ \pm$ 0.89, 85.72 $ \pm$ 0.66, 87.75 $ \pm$ 1.21, 85.41 $\pm$0.59, 90.83 $\pm$0.59,0.070 $\pm$0.001 ,0.060 $\pm$0.002 , 94.34 $\pm$0.70, 96.75 $\pm$0.76,0.015 $\pm$0.000,0.013 $\pm$0.002
2,Cr,54.98,91.15 $\pm$ 0.52,95.59 $\pm$ 0.59,97.94 $ \pm$ 0.22,99.55 $ \pm$ 0.21, 86.32 $ \pm$ 0.78, 93.51 $ \pm$ 0.82, 89.39 $ \pm$ 0.70, 93.88 $ \pm$ 0.96, 87.51 $\pm$0.89, 93.48 $\pm$0.75,0.060 $\pm$0.002 ,0.050 $\pm$0.003 , 93.41 $\pm$1.47, 97.17 $\pm$0.74,0.018 $\pm$0.001,0.015 $\pm$0.002
3,Mn,48.79,87.30 $\pm$ 0.28,90.37 $\pm$ 0.53,95.73 $ \pm$ 0.28,98.16 $ \pm$ 0.45, 81.43 $ \pm$ 0.33, 86.43 $ \pm$ 0.68, 85.31 $ \pm$ 0.39, 87.07 $ \pm$ 0.91, 84.85 $\pm$0.83, 92.14 $\pm$0.52,0.060 $\pm$0.001 ,0.040 $\pm$0.001 , 92.16 $\pm$0.54, 95.10 $\pm$0.57,0.017 $\pm$0.000,0.016 $\pm$0.001
4,Fe,43.09,86.82 $\pm$ 0.48,90.34 $\pm$ 0.77,92.70 $ \pm$ 0.43,95.09 $ \pm$ 0.40, 79.78 $ \pm$ 0.79, 85.96 $ \pm$ 0.96, 87.81 $ \pm$ 0.60, 90.09 $ \pm$ 1.25, 78.22 $\pm$1.05, 86.02 $\pm$0.73,0.100 $\pm$0.002 ,0.080 $\pm$0.002 , 88.71 $\pm$0.86, 92.89 $\pm$0.99,0.016 $\pm$0.000,0.015 $\pm$0.001
5,Co,53.55,89.29 $\pm$ 0.36,92.50 $\pm$ 0.92,94.09 $ \pm$ 0.33,97.02 $ \pm$ 0.50, 83.34 $ \pm$ 0.62, 89.25 $ \pm$ 1.29, 90.19 $ \pm$ 0.49, 91.48 $ \pm$ 1.19, 81.48 $\pm$2.34, 89.22 $\pm$2.17,0.070 $\pm$0.002 ,0.050 $\pm$0.002 , 89.94 $\pm$0.88, 93.59 $\pm$1.01,0.018 $\pm$0.001,0.017 $\pm$0.002
6,Ni,61.72,90.13 $\pm$ 0.45,93.45 $\pm$ 0.52,96.35 $ \pm$ 0.33,98.28 $ \pm$ 0.38, 84.96 $ \pm$ 0.67, 90.36 $ \pm$ 0.89, 89.18 $ \pm$ 0.74, 91.97 $ \pm$ 0.53, 62.75 $\pm$2.15, 79.82 $\pm$1.97,0.060 $\pm$0.001 ,0.050 $\pm$0.002 , 89.45 $\pm$2.02, 93.84 $\pm$1.29,0.015 $\pm$0.001,0.015 $\pm$0.002
7,Cu,63.82,89.23 $\pm$ 0.45,94.14 $\pm$ 0.57,90.74 $ \pm$ 0.51,95.05 $ \pm$ 0.81, 85.22 $ \pm$ 0.66, 91.65 $ \pm$ 0.84, 92.17 $ \pm$ 0.47, 95.83 $ \pm$ 0.37, 76.08 $\pm$0.97, 90.05 $\pm$0.84,0.080 $\pm$0.001 ,0.050 $\pm$0.003 , 62.31 $\pm$1.48, 76.81 $\pm$3.25,0.052 $\pm$0.001,0.040 $\pm$0.002
8,'Avgs.',51.71, 88.64, 92.47, 94.65, 97.29, 82.82, 89.21, 88.52, 91.14, 77.9, 87.79, 0.07, 0.05, 86.13, 92.0, 0.02, 0.02
