Material, Coord Baseline, Coord Acc., Coord F1 (4), Coord F1 (5), Coord F1 (6), Bader $R^2$, Bader MAE, Mean NN $R^2$, Mean NN-MAE
Ti,52.12,82.11 $\pm$ 1.08,76.15 $ \pm$ 2.75, 82.43 $ \pm$ 1.27, 82.82 $ \pm$ 1.02, 65.82 $\pm$3.34,0.060 $\pm$0.003 , 84.32 $\pm$2.54,0.013 $\pm$0.001
V,35.60,82.21 $\pm$ 0.88,90.84 $ \pm$ 0.81, 75.16 $ \pm$ 1.39, 82.02 $ \pm$ 1.32, 81.87 $\pm$1.10,0.080 $\pm$0.002 , 92.95 $\pm$0.76,0.014 $\pm$0.000
Cr,54.98,87.42 $\pm$ 1.39,96.72 $ \pm$ 1.22, 75.93 $ \pm$ 2.80, 89.41 $ \pm$ 1.09, 90.68 $\pm$0.84,0.060 $\pm$0.002 , 89.65 $\pm$1.16,0.022 $\pm$0.001
Mn,48.79,81.13 $\pm$ 0.79,70.73 $ \pm$ 3.03, 80.47 $ \pm$ 0.90, 82.61 $ \pm$ 0.79, 88.39 $\pm$0.82,0.050 $\pm$0.002 , 91.94 $\pm$0.59,0.017 $\pm$0.001
Fe,43.09,82.60 $\pm$ 0.88,84.57 $ \pm$ 1.52, 79.75 $ \pm$ 1.21, 84.74 $ \pm$ 0.90, 72.67 $\pm$1.52,0.100 $\pm$0.002 , 88.06 $\pm$0.85,0.017 $\pm$0.001
Co,53.55,80.00 $\pm$ 1.57,82.47 $ \pm$ 2.05, 65.20 $ \pm$ 3.09, 87.03 $ \pm$ 1.27, 80.88 $\pm$1.01,0.070 $\pm$0.002 , 82.96 $\pm$1.58,0.020 $\pm$0.001
Ni,61.72,80.76 $\pm$ 1.17,57.75 $ \pm$ 3.06, 70.13 $ \pm$ 2.06, 88.76 $ \pm$ 1.02, 46.21 $\pm$7.42,0.060 $\pm$0.002 , 90.77 $\pm$1.98,0.015 $\pm$0.001
Cu,63.82,79.46 $\pm$ 1.23,65.34 $ \pm$ 2.41, 83.78 $ \pm$ 1.16, 77.38 $ \pm$ 1.28, 79.20 $\pm$1.58,0.070 $\pm$0.002 , 56.57 $\pm$3.68,0.053 $\pm$0.003
'Avgs.', 51.71, 81.96, 78.07, 76.61, 84.35, 75.71, 0.07, 84.65, 0.02
