Material, Coord Baseline, Coord Acc., Coord F1 (4), Coord F1 (5), Coord F1 (6), Bader $R^2$, Bader MAE, Mean NN $R^2$, Mean NN-MAE
Ti,34.43,94.88 $\pm$ 0.50,98.82 $ \pm$ 0.18, 92.69 $ \pm$ 0.65, 93.30 $ \pm$ 0.85, 83.47 $\pm$1.78,0.050 $\pm$0.003 , 94.12 $\pm$1.51,0.011 $\pm$0.001
V,34.35,93.49 $\pm$ 0.49,98.51 $ \pm$ 0.23, 90.80 $ \pm$ 0.63, 91.34 $ \pm$ 0.79, 93.22 $\pm$0.67,0.050 $\pm$0.003 , 97.73 $\pm$0.48,0.011 $\pm$0.002
Cr,34.93,97.24 $\pm$ 0.50,99.72 $ \pm$ 0.14, 95.86 $ \pm$ 0.69, 96.19 $ \pm$ 0.70, 94.49 $\pm$0.51,0.040 $\pm$0.002 , 97.16 $\pm$0.65,0.015 $\pm$0.003
Mn,34.54,92.87 $\pm$ 0.41,98.63 $ \pm$ 0.32, 89.89 $ \pm$ 0.51, 90.59 $ \pm$ 0.49, 93.89 $\pm$0.40,0.040 $\pm$0.001 , 95.29 $\pm$0.76,0.016 $\pm$0.003
Fe,35.20,92.20 $\pm$ 0.51,95.66 $ \pm$ 0.32, 88.95 $ \pm$ 0.68, 92.19 $ \pm$ 0.57, 89.03 $\pm$0.48,0.070 $\pm$0.002 , 93.45 $\pm$0.75,0.015 $\pm$0.002
Co,34.19,95.08 $\pm$ 0.57,98.59 $ \pm$ 0.35, 92.83 $ \pm$ 0.73, 93.99 $ \pm$ 0.82, 90.95 $\pm$0.34,0.050 $\pm$0.002 , 95.70 $\pm$0.65,0.015 $\pm$0.002
Ni,34.98,94.79 $\pm$ 0.50,98.77 $ \pm$ 0.20, 92.36 $ \pm$ 0.64, 93.51 $ \pm$ 0.72, 85.52 $\pm$1.31,0.040 $\pm$0.002 , 95.00 $\pm$0.44,0.013 $\pm$0.001
Cu,34.78,96.64 $\pm$ 0.28,97.06 $ \pm$ 0.32, 95.16 $ \pm$ 0.41, 97.76 $ \pm$ 0.20, 92.54 $\pm$0.69,0.040 $\pm$0.003 , 82.46 $\pm$2.27,0.036 $\pm$0.002
'Avgs.', 34.67, 94.65, 98.22, 92.32, 93.61, 90.39, 0.05, 93.86, 0.02
