,NN-Material,NN- Coord Baseline,RF- Coord Acc.,NN- Coord Acc.,RF- Coord F1 (4),NN- Coord F1 (4),RF- Coord F1 (5),NN- Coord F1 (5),RF- Coord F1 (6),NN- Coord F1 (6),RF- Bader $R^2$,NN- Bader $R^2$,RF- Bader MAE,NN- Bader MAE,RF- Mean NN $R^2$,NN- Mean NN $R^2$,RF- Mean NN-MAE,NN- Mean NN-MAE
0,Ti,52.12,81.38 $\pm$ 0.20,82.11 $\pm$ 1.08,72.19 $ \pm$ 0.62,76.15 $ \pm$ 2.75, 80.76 $ \pm$ 0.24, 82.43 $ \pm$ 1.27, 83.90 $ \pm$ 0.26, 82.82 $ \pm$ 1.02, 53.95 $\pm$0.68, 65.82 $\pm$3.34,0.070 $\pm$0.000 ,0.060 $\pm$0.003 , 80.92 $\pm$0.35, 84.32 $\pm$2.54,0.015 $\pm$0.000,0.013 $\pm$0.001
1,V,35.6,82.41 $\pm$ 0.21,82.21 $\pm$ 0.88,91.31 $ \pm$ 0.21,90.84 $ \pm$ 0.81, 73.70 $ \pm$ 0.36, 75.16 $ \pm$ 1.39, 82.85 $ \pm$ 0.22, 82.02 $ \pm$ 1.32, 82.97 $\pm$0.08, 81.87 $\pm$1.10,0.070 $\pm$0.000 ,0.080 $\pm$0.002 , 92.22 $\pm$0.07, 92.95 $\pm$0.76,0.015 $\pm$0.000,0.014 $\pm$0.000
2,Cr,54.98,88.48 $\pm$ 0.44,87.42 $\pm$ 1.39,96.92 $ \pm$ 0.42,96.72 $ \pm$ 1.22, 77.55 $ \pm$ 0.89, 75.93 $ \pm$ 2.80, 90.41 $ \pm$ 0.35, 89.41 $ \pm$ 1.09, 89.35 $\pm$0.14, 90.68 $\pm$0.84,0.070 $\pm$0.000 ,0.060 $\pm$0.002 , 89.61 $\pm$0.31, 89.65 $\pm$1.16,0.022 $\pm$0.000,0.022 $\pm$0.001
3,Mn,48.79,81.66 $\pm$ 0.28,81.13 $\pm$ 0.79,65.55 $ \pm$ 0.73,70.73 $ \pm$ 3.03, 80.70 $ \pm$ 0.29, 80.47 $ \pm$ 0.90, 84.22 $ \pm$ 0.30, 82.61 $ \pm$ 0.79, 87.29 $\pm$0.12, 88.39 $\pm$0.82,0.060 $\pm$0.000 ,0.050 $\pm$0.002 , 90.12 $\pm$0.10, 91.94 $\pm$0.59,0.018 $\pm$0.000,0.017 $\pm$0.001
4,Fe,43.09,83.90 $\pm$ 0.28,82.60 $\pm$ 0.88,86.07 $ \pm$ 0.59,84.57 $ \pm$ 1.52, 80.79 $ \pm$ 0.36, 79.75 $ \pm$ 1.21, 86.13 $ \pm$ 0.27, 84.74 $ \pm$ 0.90, 74.41 $\pm$0.20, 72.67 $\pm$1.52,0.100 $\pm$0.000 ,0.100 $\pm$0.002 , 85.90 $\pm$0.09, 88.06 $\pm$0.85,0.018 $\pm$0.000,0.017 $\pm$0.001
5,Co,53.55,80.94 $\pm$ 0.45,80.00 $\pm$ 1.57,80.37 $ \pm$ 0.41,82.47 $ \pm$ 2.05, 64.97 $ \pm$ 0.91, 65.20 $ \pm$ 3.09, 89.14 $ \pm$ 0.34, 87.03 $ \pm$ 1.27, 78.97 $\pm$0.33, 80.88 $\pm$1.01,0.080 $\pm$0.001 ,0.070 $\pm$0.002 , 84.72 $\pm$0.13, 82.96 $\pm$1.58,0.021 $\pm$0.000,0.020 $\pm$0.001
6,Ni,61.72,81.29 $\pm$ 0.42,80.76 $\pm$ 1.17,61.03 $ \pm$ 1.11,57.75 $ \pm$ 3.06, 70.06 $ \pm$ 0.79, 70.13 $ \pm$ 2.06, 89.46 $ \pm$ 0.23, 88.76 $ \pm$ 1.02, 47.50 $\pm$0.60, 46.21 $\pm$7.42,0.070 $\pm$0.000 ,0.060 $\pm$0.002 , 92.57 $\pm$0.12, 90.77 $\pm$1.98,0.016 $\pm$0.000,0.015 $\pm$0.001
7,Cu,63.82,83.42 $\pm$ 0.34,79.46 $\pm$ 1.23,74.96 $ \pm$ 0.62,65.34 $ \pm$ 2.41, 86.73 $ \pm$ 0.30, 83.78 $ \pm$ 1.16, 79.99 $ \pm$ 0.55, 77.38 $ \pm$ 1.28, 72.20 $\pm$0.31, 79.20 $\pm$1.58,0.080 $\pm$0.000 ,0.070 $\pm$0.002 , 60.05 $\pm$0.30, 56.57 $\pm$3.68,0.052 $\pm$0.000,0.053 $\pm$0.003
8,'Avgs.',51.71, 82.93, 81.96, 78.55, 78.07, 76.91, 76.61, 85.76, 84.35, 73.33, 75.71, 0.08, 0.07, 84.51, 84.65, 0.02, 0.02
