,Material,P-Value Acc,P-Value F4,P-Value F5,P-Value F6,P-Value B R2,P-Value B MAE,P-Value MD R2,P-Value MD MAE
0,Ti,0.004045197049694201,0.0442084385246971,0.008967599455194583,0.002495007691836849,0.0001401336206158955,8.857457687863547e-05,0.020633435105949553,8.857457687863547e-05
1,V,0.0015072868413933233,0.02509350819808047,0.0045499278703053396,0.0010188290449538871,0.00012042223841686183,8.857457687863547e-05,0.00803442885556667,8.857457687863547e-05
2,Cr,0.0005167151238567522,0.02454049897109125,0.0013245375247995077,0.00025359518031722964,0.00010334649564653764,8.857457687863547e-05,0.03656128916854718,8.857457687863547e-05
3,Mn,0.00010334649564653764,0.0001401336206158955,0.00010334649564653764,0.00016285576606790404,0.0028208603832232753,8.857457687863547e-05,0.0004493369040712341,8.857457687863547e-05
4,Fe,0.0005934167947217433,0.00012042223841686183,0.0006806104529480628,0.0064246026289671515,0.001944297402789292,8.857457687863547e-05,0.0006806104529480628,8.857457687863547e-05
5,Co,0.00012042223841686183,0.058573296793890506,0.0001890120699314349,0.00010334649564653764,0.020633435105949553,8.857457687863547e-05,0.00010334649564653764,8.857457687863547e-05
6,Ni,0.0002532800272204937,0.003306789231116912,0.0005934167947217433,0.0002931615477586367,0.0004493369040712341,8.857457687863547e-05,0.00803442885556667,8.857457687863547e-05
7,Cu,8.857457687863547e-05,0.00012042223841686183,8.857457687863547e-05,0.0004493369040712341,0.7938390455415016,8.857457687863547e-05,0.0017130176382195042,8.857457687863547e-05
