,NN-Material,NN- Coord Baseline,RF- Coord Acc.,NN- Coord Acc.,RF- Coord F1 (4),NN- Coord F1 (4),RF- Coord F1 (5),NN- Coord F1 (5),RF- Coord F1 (6),NN- Coord F1 (6),RF- Bader $R^2$,NN- Bader $R^2$,RF- Bader MAE,NN- Bader MAE,RF- Mean NN $R^2$,NN- Mean NN $R^2$,RF- Mean NN-MAE,NN- Mean NN-MAE
0,Ti,52.12,81.38 $\pm$ 0.20,81.70 $\pm$ 0.94,72.19 $ \pm$ 0.62,76.64 $ \pm$ 3.22, 80.76 $ \pm$ 0.24, 82.11 $ \pm$ 1.02, 83.90 $ \pm$ 0.26, 82.09 $ \pm$ 1.45, 53.95 $\pm$0.68, 64.46 $\pm$2.44,0.070 $\pm$0.000 ,0.060 $\pm$0.002 , 80.92 $\pm$0.35, 84.60 $\pm$3.23,0.015 $\pm$0.000,0.013 $\pm$0.001
1,V,35.6,82.41 $\pm$ 0.21,82.24 $\pm$ 0.79,91.31 $ \pm$ 0.21,90.87 $ \pm$ 0.70, 73.70 $ \pm$ 0.36, 75.02 $ \pm$ 1.47, 82.85 $ \pm$ 0.22, 82.16 $ \pm$ 0.87, 82.97 $\pm$0.08, 81.88 $\pm$0.71,0.070 $\pm$0.000 ,0.080 $\pm$0.002 , 92.22 $\pm$0.07, 92.85 $\pm$0.63,0.015 $\pm$0.000,0.014 $\pm$0.001
2,Cr,54.98,88.48 $\pm$ 0.44,87.08 $\pm$ 0.82,96.92 $ \pm$ 0.42,97.04 $ \pm$ 1.01, 77.55 $ \pm$ 0.89, 74.98 $ \pm$ 1.76, 90.41 $ \pm$ 0.35, 89.06 $ \pm$ 0.76, 89.35 $\pm$0.14, 90.68 $\pm$1.06,0.070 $\pm$0.000 ,0.060 $\pm$0.003 , 89.61 $\pm$0.31, 88.31 $\pm$1.46,0.022 $\pm$0.000,0.023 $\pm$0.002
3,Mn,48.79,81.66 $\pm$ 0.28,81.47 $\pm$ 1.10,65.55 $ \pm$ 0.73,70.41 $ \pm$ 3.03, 80.70 $ \pm$ 0.29, 80.53 $ \pm$ 1.57, 84.22 $ \pm$ 0.30, 83.24 $ \pm$ 0.81, 87.29 $\pm$0.12, 88.16 $\pm$0.70,0.060 $\pm$0.000 ,0.050 $\pm$0.002 , 90.12 $\pm$0.10, 91.79 $\pm$0.60,0.018 $\pm$0.000,0.017 $\pm$0.001
4,Fe,43.09,83.90 $\pm$ 0.28,82.75 $\pm$ 0.83,86.07 $ \pm$ 0.59,84.54 $ \pm$ 1.41, 80.79 $ \pm$ 0.36, 80.13 $ \pm$ 1.09, 86.13 $ \pm$ 0.27, 84.78 $ \pm$ 0.71, 74.41 $\pm$0.20, 73.17 $\pm$2.29,0.100 $\pm$0.000 ,0.100 $\pm$0.002 , 85.90 $\pm$0.09, 88.06 $\pm$0.60,0.018 $\pm$0.000,0.016 $\pm$0.000
5,Co,53.55,80.94 $\pm$ 0.45,79.89 $\pm$ 1.19,80.37 $ \pm$ 0.41,82.33 $ \pm$ 1.67, 64.97 $ \pm$ 0.91, 65.73 $ \pm$ 2.01, 89.14 $ \pm$ 0.34, 86.84 $ \pm$ 1.05, 78.97 $\pm$0.33, 80.64 $\pm$1.42,0.080 $\pm$0.001 ,0.070 $\pm$0.002 , 84.72 $\pm$0.13, 82.26 $\pm$1.62,0.021 $\pm$0.000,0.020 $\pm$0.001
6,Ni,61.72,81.29 $\pm$ 0.42,80.50 $\pm$ 1.17,61.03 $ \pm$ 1.11,59.00 $ \pm$ 3.40, 70.06 $ \pm$ 0.79, 69.66 $ \pm$ 1.45, 89.46 $ \pm$ 0.23, 88.39 $ \pm$ 0.92, 47.50 $\pm$0.60, 45.37 $\pm$4.72,0.070 $\pm$0.000 ,0.060 $\pm$0.002 , 92.57 $\pm$0.12, 90.72 $\pm$1.59,0.016 $\pm$0.000,0.016 $\pm$0.001
7,Cu,63.82,83.42 $\pm$ 0.34,79.79 $\pm$ 1.45,74.96 $ \pm$ 0.62,65.59 $ \pm$ 1.93, 86.73 $ \pm$ 0.30, 84.10 $ \pm$ 1.47, 79.99 $ \pm$ 0.55, 77.48 $ \pm$ 1.48, 72.20 $\pm$0.31, 78.72 $\pm$1.93,0.080 $\pm$0.000 ,0.070 $\pm$0.002 , 60.05 $\pm$0.30, 55.43 $\pm$3.09,0.052 $\pm$0.000,0.053 $\pm$0.003
8,'Avgs.',51.71, 82.93, 81.93, 78.55, 78.3, 76.91, 76.53, 85.76, 84.26, 73.33, 75.38, 0.08, 0.07, 84.51, 84.25, 0.02, 0.02
