,Material,P-Value Acc,P-Value F4,P-Value F5,P-Value F6,P-Value B R2,P-Value B MAE,P-Value MD R2,P-Value MD MAE
0,Ti,8.857457687863547e-05,8.857457687863547e-05,0.00016285576606790404,0.00010334649564653764,0.14539977506508558,0.0017130176382195042,0.1913338368695522,0.654158944417145
1,V,8.857457687863547e-05,0.0008918026969621409,8.857457687863547e-05,8.857457687863547e-05,0.0005934167947217433,0.00012042223841686183,0.01374129035320903,0.43304828842793475
2,Cr,8.857457687863547e-05,0.03947435091450279,0.00010334649564653764,0.00010334649564653764,0.0005167151238567522,0.0003384546789562384,0.001944297402789292,0.00010334649564653764
3,Mn,8.857457687863547e-05,0.00012042223841686183,8.857457687863547e-05,8.857457687863547e-05,0.0015072868413933233,0.0071891683913754955,0.43304828842793475,0.020633435105949553
4,Fe,8.857457687863547e-05,8.857457687863547e-05,8.857457687863547e-05,8.857457687863547e-05,0.0005934167947217433,0.06195278853716299,0.37026127045291435,0.02509350819808047
5,Co,8.857457687863547e-05,0.0003384546789562384,8.857457687863547e-05,8.857457687863547e-05,0.5015913016269502,1.0,8.857457687863547e-05,8.857457687863547e-05
6,Ni,8.857457687863547e-05,0.0001318338889828333,8.857457687863547e-05,8.857457687863547e-05,0.0045499278703053396,0.001944297402789292,0.0057339909503071225,8.857457687863547e-05
7,Cu,8.857457687863547e-05,8.857457687863547e-05,8.857457687863547e-05,8.857457687863547e-05,0.00025359518031722964,8.857457687863547e-05,0.00010334649564653764,8.857457687863547e-05
