Material, Coord Baseline, Coord Acc., Coord F1 (4), Coord F1 (5), Coord F1 (6), Bader $R^2$, Bader MAE, Mean NN $R^2$, Mean NN-MAE
Ti,36.38,32.47 $\pm$ 0.10,28.45 $ \pm$ 0.54, 33.65 $ \pm$ 0.12, 34.62 $ \pm$ 0.54, -830.97 $\pm$582.38,0.130 $\pm$0.001 , -10.95 $\pm$0.29,0.048 $\pm$0.000
V,34.47,33.05 $\pm$ 0.49,30.61 $ \pm$ 0.98, 34.54 $ \pm$ 0.11, 33.68 $ \pm$ 0.53, -1157.23 $\pm$813.47,0.210 $\pm$0.000 , -4.63 $\pm$0.02,0.090 $\pm$0.000
Cr,34.07,35.22 $\pm$ 0.75,35.78 $ \pm$ 0.95, 34.60 $ \pm$ 0.62, 35.25 $ \pm$ 0.69, -1001.70 $\pm$706.98,0.200 $\pm$0.000 , -8.96 $\pm$0.23,0.112 $\pm$0.000
Mn,35.05,34.39 $\pm$ 0.03,29.72 $ \pm$ 0.03, 35.17 $ \pm$ 0.27, 37.22 $ \pm$ 0.29, -1118.33 $\pm$788.17,0.190 $\pm$0.001 , -3.00 $\pm$0.03,0.094 $\pm$0.000
Fe,34.27,30.96 $\pm$ 0.52,29.31 $ \pm$ 0.64, 32.17 $ \pm$ 0.43, 31.23 $ \pm$ 1.04, -1145.60 $\pm$804.57,0.210 $\pm$0.000 , -5.92 $\pm$0.09,0.077 $\pm$0.000
Co,33.67,32.98 $\pm$ 0.36,33.03 $ \pm$ 0.42, 31.51 $ \pm$ 0.88, 34.23 $ \pm$ 0.81, -794.29 $\pm$556.54,0.160 $\pm$0.001 , -7.31 $\pm$0.23,0.091 $\pm$0.000
Ni,36.16,33.08 $\pm$ 0.20,27.68 $ \pm$ 0.55, 32.42 $ \pm$ 0.29, 37.97 $ \pm$ 0.06, -612.46 $\pm$424.88,0.110 $\pm$0.000 , -6.83 $\pm$0.24,0.077 $\pm$0.000
Cu,34.39,33.96 $\pm$ 0.36,31.26 $ \pm$ 0.67, 36.57 $ \pm$ 0.42, 33.78 $ \pm$ 0.15, -843.12 $\pm$589.91,0.180 $\pm$0.001 , -8.08 $\pm$0.16,0.110 $\pm$0.000
'Avgs.', 34.81, 33.26, 30.73, 33.83, 34.75, -937.96, 0.17, -6.96, 0.09
