,Material,P-Value Acc,P-Value F4,P-Value F5,P-Value F6,P-Value B R2,P-Value B MAE,P-Value MD R2,P-Value MD MAE
0,Ti,8.857457687863547e-05,8.857457687863547e-05,8.857457687863547e-05,8.857457687863547e-05,8.857457687863547e-05,8.857457687863547e-05,8.857457687863547e-05,0.00025359518031722964
1,V,8.857457687863547e-05,8.857457687863547e-05,8.857457687863547e-05,0.0001401336206158955,8.857457687863547e-05,8.857457687863547e-05,0.00010334649564653764,0.016880932087628427
2,Cr,8.857457687863547e-05,8.857457687863547e-05,8.857457687863547e-05,8.857457687863547e-05,8.857457687863547e-05,8.857457687863547e-05,8.857457687863547e-05,0.00021907963048002185
3,Mn,8.857457687863547e-05,8.857457687863547e-05,8.857457687863547e-05,8.857457687863547e-05,8.857457687863547e-05,8.857457687863547e-05,8.857457687863547e-05,0.00021907963048002185
4,Fe,8.857457687863547e-05,8.857457687863547e-05,8.857457687863547e-05,0.00012042223841686183,8.857457687863547e-05,8.857457687863547e-05,8.857457687863547e-05,0.0071891683913754955
5,Co,8.844915021211901e-05,8.857457687863547e-05,8.857457687863547e-05,0.001944297402789292,8.857457687863547e-05,8.857457687863547e-05,8.857457687863547e-05,0.008967599455194583
6,Ni,8.857457687863547e-05,8.857457687863547e-05,8.857457687863547e-05,8.857457687863547e-05,8.857457687863547e-05,8.857457687863547e-05,8.857457687863547e-05,0.030365113315399057
7,Cu,8.857457687863547e-05,8.857457687863547e-05,8.857457687863547e-05,8.857457687863547e-05,8.857457687863547e-05,8.857457687863547e-05,8.857457687863547e-05,8.857457687863547e-05
