,Material,P-Value Acc,P-Value F4,P-Value F5,P-Value F6,P-Value B R2,P-Value B MAE,P-Value MD R2,P-Value MD MAE
0,Ti,0.0022039368924026215,0.16718404068982073,0.03656128916854718,0.00025359518031722964,0.6012127057398096,0.0004493369040712341,0.027621013367531002,0.7089053094753638
1,V,0.00010334649564653764,0.008967599455194583,0.0045499278703053396,8.857457687863547e-05,0.0007795932575314031,8.857457687863547e-05,0.13535690010210896,0.002495007691836849
2,Cr,8.844915021211901e-05,0.009725523541639646,0.0001401336206158955,8.857457687863547e-05,0.20433024733906624,0.0001890120699314349,0.03334022025101753,0.002495007691836849
3,Mn,8.857457687863547e-05,0.00010334649564653764,8.857457687863547e-05,8.857457687863547e-05,0.0022039368924026215,0.06195278853716299,0.3506564539028397,8.857457687863547e-05
4,Fe,8.857457687863547e-05,8.857457687863547e-05,8.857457687863547e-05,0.00010334649564653764,0.0008918026969621409,0.0022039368924026215,0.6012127057398096,0.00016285576606790404
5,Co,8.857457687863547e-05,0.011236471025746899,8.857457687863547e-05,8.857457687863547e-05,0.43304828842793475,0.0064246026289671515,0.001944297402789292,8.857457687863547e-05
6,Ni,0.00010334649564653764,8.857457687863547e-05,0.00010334649564653764,0.00010334649564653764,0.06195278853716299,0.0028208603832232753,0.2471446025403431,8.857457687863547e-05
7,Cu,8.857457687863547e-05,8.857457687863547e-05,8.857457687863547e-05,0.00012042223841686183,0.7368753708069717,0.970219757029658,0.1913338368695522,0.0057339909503071225
