,Material,P-Value Acc,P-Value F4,P-Value F5,P-Value F6,P-Value B R2,P-Value B MAE,P-Value MD R2,P-Value MD MAE
0,Ti,0.0072956085205078125,3.814697265625e-06,6.29425048828125e-05,0.0007076263427734375,1.9073486328125e-06,1.9073486328125e-06,0.0001049041748046875,1.9073486328125e-06
1,V,0.2942523956298828,0.026641845703125,0.0005855560302734375,0.021484375,0.0010166168212890625,0.0001049041748046875,0.0005855560302734375,1.9073486328125e-06
2,Cr,0.00830841064453125,0.5731689736636651,0.06372261047363281,0.0001678466796875,1.33514404296875e-05,1.9073486328125e-06,0.956329345703125,0.2305126190185547
3,Mn,0.01068878173828125,1.33514404296875e-05,0.34881019592285156,3.814697265625e-06,6.29425048828125e-05,1.9073486328125e-05,1.9073486328125e-06,0.0002613067626953125
4,Fe,9.5367431640625e-06,0.000850677490234375,0.0031528472900390625,3.814697265625e-06,1.9073486328125e-05,0.0019855499267578125,1.9073486328125e-06,1.9073486328125e-06
5,Co,0.01068878173828125,0.0004825592041015625,0.8408222198486328,5.7220458984375e-06,1.9073486328125e-06,1.9073486328125e-06,0.000209808349609375,0.1230926513671875
6,Ni,0.14290618896484375,0.0003948211669921875,0.8123550415039062,0.023950576782226562,0.6742229461669922,2.6702880859375e-05,0.0003223419189453125,0.34881019592285156
7,Cu,1.9073486328125e-06,1.9073486328125e-06,1.9073486328125e-06,9.5367431640625e-06,1.9073486328125e-06,1.9073486328125e-06,0.0019855499267578125,0.13272666931152344
