,Material,P-Value Acc,P-Value F4,P-Value F5,P-Value F6,P-Value B R2,P-Value B MAE,P-Value MD R2,P-Value MD MAE
0,Ti,1.9073486328125e-06,1.9073486328125e-06,1.9073486328125e-06,0.0005855560302734375,1.9073486328125e-06,1.9073486328125e-06,1.9073486328125e-06,1.9073486328125e-06
1,V,1.9073486328125e-06,1.9073486328125e-06,1.9073486328125e-06,5.7220458984375e-06,1.9073486328125e-06,1.9073486328125e-06,1.9073486328125e-06,1.9073486328125e-06
2,Cr,1.9073486328125e-06,1.9073486328125e-06,1.9073486328125e-06,1.9073486328125e-06,1.9073486328125e-06,1.9073486328125e-06,1.9073486328125e-06,0.0001678466796875
3,Mn,1.9073486328125e-06,1.9073486328125e-06,1.9073486328125e-06,1.9073486328125e-06,1.9073486328125e-06,1.9073486328125e-06,1.9073486328125e-06,1.9073486328125e-06
4,Fe,1.9073486328125e-06,1.9073486328125e-06,1.9073486328125e-06,0.0003948211669921875,1.9073486328125e-06,1.9073486328125e-06,1.9073486328125e-06,1.9073486328125e-06
5,Co,1.9073486328125e-06,1.9073486328125e-06,1.9073486328125e-06,0.0001678466796875,1.9073486328125e-06,1.9073486328125e-06,1.9073486328125e-06,1.33514404296875e-05
6,Ni,1.9073486328125e-06,1.9073486328125e-06,1.9073486328125e-06,1.9073486328125e-06,1.9073486328125e-06,1.9073486328125e-06,1.9073486328125e-06,0.001689910888671875
7,Cu,1.9073486328125e-06,1.9073486328125e-06,1.9073486328125e-06,1.9073486328125e-06,1.9073486328125e-06,1.9073486328125e-06,1.9073486328125e-06,3.814697265625e-06
