Material, Coord Baseline, Coord Acc., Coord F1 (4), Coord F1 (5), Coord F1 (6), Bader $R^2$, Bader MAE, Mean NN $R^2$, Mean NN-MAE
Ti,52.12,81.80 $\pm$ 0.84,75.75 $ \pm$ 2.38, 82.02 $ \pm$ 0.94, 82.62 $ \pm$ 1.11, 64.82 $\pm$1.77,0.060 $\pm$0.002 , 84.07 $\pm$2.27,0.013 $\pm$0.001
V,35.60,82.54 $\pm$ 0.63,90.82 $ \pm$ 0.77, 75.45 $ \pm$ 1.02, 82.64 $ \pm$ 1.00, 81.63 $\pm$1.28,0.080 $\pm$0.002 , 93.30 $\pm$0.76,0.014 $\pm$0.001
Cr,54.98,87.55 $\pm$ 1.15,96.91 $ \pm$ 1.02, 76.03 $ \pm$ 2.06, 89.50 $ \pm$ 1.11, 90.57 $\pm$0.85,0.060 $\pm$0.003 , 89.43 $\pm$1.32,0.022 $\pm$0.001
Mn,48.79,81.02 $\pm$ 0.84,68.82 $ \pm$ 3.59, 80.31 $ \pm$ 0.86, 82.69 $ \pm$ 0.96, 88.61 $\pm$0.79,0.050 $\pm$0.001 , 91.63 $\pm$0.89,0.018 $\pm$0.001
Fe,43.09,82.07 $\pm$ 0.81,84.17 $ \pm$ 1.45, 79.19 $ \pm$ 1.11, 84.19 $ \pm$ 0.82, 72.63 $\pm$1.80,0.100 $\pm$0.002 , 88.09 $\pm$0.77,0.017 $\pm$0.001
Co,53.55,79.59 $\pm$ 1.55,82.95 $ \pm$ 1.66, 65.20 $ \pm$ 2.52, 86.36 $ \pm$ 1.32, 80.18 $\pm$1.43,0.080 $\pm$0.002 , 81.61 $\pm$2.10,0.021 $\pm$0.001
Ni,61.72,80.30 $\pm$ 1.23,58.53 $ \pm$ 3.76, 69.96 $ \pm$ 1.65, 88.17 $ \pm$ 0.85, 45.01 $\pm$3.48,0.060 $\pm$0.002 , 90.41 $\pm$1.87,0.016 $\pm$0.002
Cu,63.82,79.51 $\pm$ 1.01,65.40 $ \pm$ 2.22, 83.95 $ \pm$ 0.90, 76.64 $ \pm$ 1.33, 78.33 $\pm$1.83,0.070 $\pm$0.002 , 55.98 $\pm$3.11,0.053 $\pm$0.003
'Avgs.', 51.71, 81.8, 77.92, 76.51, 84.1, 75.22, 0.07, 84.31, 0.02
